,Training Loss,Validation Loss
Epoch 1,0.10636053612525108,0.13466979190707207
Epoch 2,0.1009357758816385,0.13924635822574297
Epoch 3,0.09789751913708056,0.13795491680502892
Epoch 4,0.09370903547821209,0.1468959984680017
Epoch 5,0.08777697917105988,0.14525811870892844
