,Training Loss,Validation Loss
Epoch 1,1.3159352555572132,0.807964563369751
Epoch 2,0.5742379676732088,0.5738104780515035
Epoch 3,0.548801380831396,0.5625371138254801
Epoch 4,0.5452558590296688,0.5621833503246307
Epoch 5,0.5447063416840354,0.5616477727890015
