,Atelectasis,Cardiomegaly,Consolidation,Edema,Plural Effusion,Mean
Epoch 1,0.5885932826229279,0.7289369707963774,0.586446998738841,0.5824523444867729,0.6950083247173722,0.6362875842724582
Epoch 2,0.6378482325262608,0.7456462748773828,0.6026247469036261,0.6072227136150138,0.7393105740206408,0.6665305083885849
Epoch 3,0.6948124153572773,0.7647875131944079,0.5972951902695599,0.611673369475022,0.7627359767864856,0.6862608930165506
Epoch 4,0.7352347396897916,0.7641740477543082,0.6207591422728771,0.6196904704379463,0.7849905753173689,0.7049697950944583
Epoch 5,0.7531316759486315,0.779932535979834,0.6102989261293126,0.6369541336717104,0.798511263332203,0.7157657070123383
Epoch 6,0.7674268815271469,0.7926875343943829,0.6185516361786658,0.6347041784945349,0.8094548341609511,0.7245650129511363
Epoch 7,0.7831399064841035,0.7895019551874156,0.6467397641839544,0.6364551942851553,0.8182837889564527,0.7348241218194163
Epoch 8,0.7913554404439529,0.7944708130503734,0.6352669018675128,0.6546034879884952,0.8266596906852619,0.7404712668071193
Epoch 9,0.798207734056018,0.8052508943297443,0.6410675031989505,0.6636911767399886,0.8297069151669346,0.7475848446983272
Epoch 10,0.8004391207313747,0.8107029661170234,0.641756387604182,0.6647730967656018,0.8314173871482451,0.7498177916732853
Epoch 11,0.812993709689503,0.8125967413071513,0.6505263692055464,0.6690692490538817,0.8420711661053291,0.7574514470722823
Epoch 12,0.8064053103234846,0.809316782801707,0.6605723684016162,0.6691379831452355,0.8464746676874066,0.75838142247189
Epoch 13,0.8171373479320989,0.8230535936989389,0.6621807501297742,0.6744660602956979,0.8516417523235356,0.7656959008760091
Epoch 14,0.824244402516689,0.8253497945380861,0.6662400240796729,0.6852607444050227,0.8541010284718509,0.7710391988022642
Epoch 15,0.8266910608901668,0.8309082198710258,0.6638588197102271,0.6870396093533471,0.8644216540426367,0.7745838727734806
Epoch 16,0.8353514338048132,0.835356475864869,0.6675885969819425,0.689439747532572,0.8711565142213632,0.779778553681112
Epoch 17,0.839892832727581,0.8373926031285827,0.6727712182566185,0.6991673743759801,0.8740608255650996,0.7846569708107723
Epoch 18,0.8350332252606756,0.8456165868282471,0.6754014567715477,0.7059403981609877,0.8803740757344716,0.7884731485511859
Epoch 19,0.8462932719718544,0.8475562885613704,0.6886336332343974,0.7076031015073653,0.8840905324282586,0.7948353655406493
Epoch 20,0.8473949565445905,0.8546241005925685,0.6865863570649144,0.7210947098994225,0.8895746696983755,0.7998549587599744
